MAL_ID,Name,Score,Genres,Type,Episodes,Aired,Premiered,Licensors,Studios,Source,Ranked,Popularity
155,X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,"Aug 3, 1996",0,Manga Entertainment,Madhouse,Manga,5420,2904
156,X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",TV,24,"Oct 3, 2001 to Mar 27, 2002",Fall 2001,"Funimation, Geneon Entertainment USA",Madhouse,Manga,1804,1818
157,Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,"Jan 6, 2005 to Jun 30, 2005",Winter 2005,"Funimation, Sentai Filmworks",Xebec,Manga,3708,1208
158,Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",TV,13,"Jan 8, 2004 to Apr 1, 2004",Winter 2004,"Nozomi Entertainment, Maiden Japan",Studio Deen,Light novel,2178,2170
159,Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,"Apr 7, 2004 to Sep 22, 2004",Spring 2004,Geneon Entertainment USA,"Gainax, J.C.Staff",Manga,6657,3975
160,"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,"Oct 14, 1999 to Jan 20, 2000",Fall 1999,Central Park Media,AIC,Original,1140,1309
161,Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",TV,24,"Oct 8, 2003 to Mar 24, 2004",Fall 2003,"ADV Films, Funimation",Gonzo,Manga,2186,2251
162,Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,"Apr 7, 2002 to Sep 29, 2002",Spring 2002,Nozomi Entertainment,Madhouse,Manga,3863,3626
163,Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26,"Apr 3, 1999 to Sep 25, 1999",Spring 1999,ADV Films,Studio Pierrot,Game,6015,5874
164,Mononoke Hime,8.72,"Action, Adventure, Fantasy",Movie,1,"Jul 12, 1997",0,GKIDS,Studio Ghibli,Original,40,91
165,RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,"Jan 21, 2002 to Sep 11, 2002",Winter 2002,ADV Films,Bones,Original,1820,1395
166,Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",TV,26,"Jun 12, 2004 to Dec 25, 2004",Summer 2004,Funimation,Gonzo,Other,1646,1295
167,Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",TV,24,"Apr 8, 2003 to Oct 7, 2003",Spring 2003,"Funimation, Bandai Entertainment",Bones,Light novel,1861,1637
168,s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",TV,26,"Jul 4, 2001 to Dec 26, 2001",Summer 2001,"Bandai Entertainment, Sentai Filmworks, Discotek Media",Sunrise,Original,1969,1787
169,Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,"Oct 10, 2003 to Dec 26, 2003",Fall 2003,"Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Visual novel,3970,1086
170,Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",TV,101,"Oct 16, 1993 to Mar 23, 1996",Fall 1993,"Flatiron Film Company, Geneon Entertainment USA",Toei Animation,Manga,92,728
171,Strange Dawn,6.35,"Adventure, Drama, Fantasy",TV,13,"Jul 11, 2000 to Sep 26, 2000",Summer 2000,Urban Vision,Hal Film Maker,Original,6634,7014
173,Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,Manga Entertainment,Studio Deen,Manga,2668,2670
174,Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24,"Apr 2, 2004 to Sep 17, 2004",Spring 2004,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,3911,934
175,Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,"Apr 2, 2002 to Sep 24, 2002",Spring 2002,"Discotek Media, Geneon Entertainment USA",Studio Pierrot,Manga,5230,3254
176,Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",OVA,4,"Jul 24, 2003 to Dec 26, 2003",0,0,Seven Arcs,Visual novel,7381,5991
177,Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26,"Apr 9, 2005 to Oct 15, 2005",Spring 2005,Funimation,Bee Train,Manga,1437,759
178,Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",TV,26,"May 20, 2003 to Nov 11, 2003",Spring 2003,"Discotek Media, Geneon Entertainment USA",Production Reed,Manga,2871,3103
180,Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"Oct 3, 2000 to Dec 19, 2000",Fall 2000,"Funimation, Geneon Entertainment USA",Gonzo,Original,2723,1771
181,Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,"Oct 5, 2001 to Jan 18, 2002",Fall 2001,"Funimation, Geneon Entertainment USA",Gonzo,Original,1850,2326
182,Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26,"Apr 2, 1996 to Sep 24, 1996",Spring 1996,"Funimation, Bandai Entertainment",Sunrise,Original,1037,1157
183,Whistle!,7.39,"School, Shounen, Sports",TV,39,"May 6, 2002 to Feb 3, 2003",Spring 2002,0,Studio Comet,Manga,1939,4545
184,Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,"Jan 6, 2005 to Mar 24, 2005",Winter 2005,"ADV Films, Funimation",Toei Animation,Game,6577,3838
185,Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",TV,26,"Apr 19, 1998 to Dec 6, 1998",Spring 1998,"Funimation, Tokyopop","Gallop, Studio Comet",Manga,231,638
186,Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",TV,13,"Oct 15, 1999 to Jan 21, 2000",Fall 1999,"Funimation, Tokyopop",Pastel,Manga,391,1095
187,Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Movie,1,"Jan 13, 2001",0,Funimation,Studio Deen,Manga,689,1270
188,Gosenzo San'e,6.11,"Comedy, Hentai, Mystery, Supernatural",OVA,4,"Sep 25, 1998 to Mar 25, 1999",0,0,0,Original,0,8469
189,Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,"Apr 19, 2000 to Sep 27, 2000",Spring 2000,"Funimation, Bandai Entertainment",Xebec,Manga,3037,645
190,Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,"Jan 26, 2002 to Mar 27, 2002",0,"Bandai Entertainment, Discotek Media",Xebec,Manga,2581,1715
191,Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Special,1,"Dec 25, 2000",0,Bandai Entertainment,Xebec,Manga,2174,2177
193,Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,"Oct 14, 2003 to Apr 6, 2004",Fall 2003,ADV Films,J.C.Staff,Light novel,4444,1583
194,Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5,"Dec 21, 2002 to Oct 20, 2004",0,0,Satelight,Original,1438,2809
195,Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",TV,12,"Jan 10, 2002 to Mar 28, 2002",Winter 2002,"Nozomi Entertainment, Bandai Entertainment",Daume,Original,2877,1008
196,Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,"Jul 15, 2003 to Oct 14, 2003",Summer 2003,"Nozomi Entertainment, Bandai Entertainment",Daume,Original,4123,1699
197,Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24,"Apr 3, 2002 to Dec 22, 2002",Spring 2002,0,"Madhouse, Imagin",Manga,5608,3495
198,Speed Grapher,7.35,"Action, Mystery, Super Power",TV,24,"Apr 8, 2005 to Sep 30, 2005",Spring 2005,Funimation,Gonzo,Original,2105,1458
199,Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Movie,1,"Jul 20, 2001",0,"Walt Disney Studios, GKIDS",Studio Ghibli,Original,23,41
200,Tenshi na Konamaiki,7.48,"Comedy, Magic, Romance, Shounen",TV,50,"Apr 6, 2002 to Mar 29, 2003",Spring 2002,0,TMS Entertainment,Manga,1653,3426
201,Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",OVA,6,"Mar 27, 1992 to Aug 28, 1992",0,0,Production I.G,Manga,2725,3409
202,Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,"Jan 7, 2003 to Jul 29, 2003",Winter 2003,"Funimation, Bandai Entertainment",Bones,Original,803,528
203,Words Worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",OVA,5,"Aug 25, 1999 to Nov 25, 2000",0,NuTech Digital,Arms,Visual novel,0,5518
204,Yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,"Jan 9, 2004 to Mar 26, 2004",Winter 2004,"ADV Films, Sentai Filmworks",Studio Deen,Visual novel,7783,3283
205,Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,"May 20, 2004 to Mar 19, 2005",Spring 2004,"Funimation, Geneon Entertainment USA",Manglobe,Original,105,86
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27,"Apr 1, 1998 to Sep 30, 1998",Spring 1998,"Funimation, Central Park Media",AIC,Novel,2951,3255
207,Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,"Jun 30, 1990 to Nov 23, 1991",0,"Funimation, Central Park Media",Madhouse,Novel,1904,2236
208,R.O.D: Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,3,"May 23, 2001 to Feb 6, 2002",0,"Aniplex of America, Manga Entertainment",Studio Deen,Light novel,1105,2075
209,R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26,"Sep 1, 2003 to Mar 16, 2004",Fall 2003,"Aniplex of America, Geneon Entertainment USA",J.C.Staff,Light novel,1410,1971
210,Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161,"Apr 15, 1989 to Sep 25, 1992",Spring 1989,VIZ Media,Studio Deen,Manga,891,767
211,Pure Mail,6.26,Hentai,OVA,2,"Sep 25, 2001 to Dec 21, 2001",0,Adult Source Media,0,Visual novel,0,7731
212,Project A-Ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1,"Jun 21, 1986",0,"Central Park Media, Discotek Media",APPP,Original,4200,4227
215,Pia Carrot e Youkoso!! 2 DX,6.31,"Comedy, Romance",OVA,6,"Dec 18, 1999 to Oct 25, 2000",0,Sentai Filmworks,0,Visual novel,6799,8682
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"Comedy, Romance",Movie,1,"Oct 19, 2002",0,0,Bones,Visual novel,8395,8347
218,Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,"Oct 1, 1996 to Mar 25, 1997",Fall 1996,"ADV Films, Nozomi Entertainment",Xebec,Original,1521,2424
219,Kidou Senkan Nadesico: The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1,"Aug 1, 1998",0,"ADV Films, Nozomi Entertainment",Xebec,Original,4595,4347
221,Mezzo Forte,6.65,"Action, Comedy, Hentai, Sci-Fi",OVA,2,"May 25, 2000 to Jun 25, 2001",0,"Media Blasters, SoftCel Pictures",Arms,Original,0,3299
222,Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,"Jan 4, 2004 to Mar 28, 2004",Winter 2004,"ADV Films, Sentai Filmworks",Arms,Original,5005,3924
223,Dragon Ball,8.0,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,"Feb 26, 1986 to Apr 12, 1989",Winter 1986,Funimation,Toei Animation,Manga,535,120
225,Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64,"Feb 7, 1996 to Nov 19, 1997",Winter 1996,Funimation,Toei Animation,Manga,5974,262
226,Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13,"Jul 25, 2004 to Oct 17, 2004",Summer 2004,ADV Films,Arms,Manga,1382,49
227,FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,6,"Apr 26, 2000 to Mar 16, 2001",0,"Funimation, Synch-Point","Gainax, Production I.G",Original,505,171
228,Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",TV,26,"Oct 5, 2005 to Apr 5, 2006",Fall 2005,Funimation,Studio Deen,Original,1158,490
229,Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",TV,12,"Jul 10, 2004 to Sep 25, 2004",Summer 2004,"Nozomi Entertainment, NYAV Post",ufotable,Manga,3939,2957
230,Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",TV,27,"Apr 2, 2003 to Oct 1, 2003",Spring 2003,Geneon Entertainment USA,Toei Animation,Manga,3550,2829
231,Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26,"Jul 4, 2002 to Dec 26, 2002",Summer 2002,"Media Blasters, NYAV Post","Chaos Project, GANSIS",Manga,7429,5793
232,Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70,"Apr 7, 1998 to Mar 21, 2000",Spring 1998,"Nelvana, NIS America, Inc., Geneon Entertainment USA",Madhouse,Manga,346,405
233,Daa! Daa! Daa!,7.65,"Comedy, Sci-Fi, Shoujo",TV,78,"Mar 28, 2000 to Feb 26, 2002",Spring 2000,0,J.C.Staff,Manga,1152,3651
234,Dan Doh!!,6.69,"Adventure, Sports, Shounen",TV,26,"Apr 3, 2004 to Sep 25, 2004",Spring 2004,Bandai Entertainment,Tokyo Kids,Manga,4958,7451
235,Detective Conan,8.16,"Adventure, Mystery, Comedy, Police, Shounen",TV,0,"Jan 8, 1996 to ?",Winter 1996,"Funimation, Crunchyroll",TMS Entertainment,Manga,349,580
236,E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,"Apr 1, 2003 to Sep 23, 2003",Spring 2003,ADV Films,Studio Pierrot,Manga,5178,4193
237,Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,"Apr 17, 2005 to Apr 2, 2006",Spring 2005,"Funimation, Bandai Entertainment",Bones,Original,426,351
238,Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,"Jul 19, 1997 to Jul 10, 1998",Summer 1997,"VIZ Media, Discotek Media",Studio Pierrot,Manga,2072,2139
239,Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,"Funimation, Geneon Entertainment USA",Gonzo,Novel,342,767
240,Genshiken,7.66,"Slice of Life, Comedy, Parody",TV,12,"Oct 10, 2004 to Dec 26, 2004",Fall 2004,Media Blasters,Palm Studio,Manga,1136,976
241,Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11,"Jul 5, 2004 to Sep 27, 2004",Summer 2004,"Funimation, Geneon Entertainment USA",AIC Spirits,Manga,6170,1194
242,Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",TV,13,"Jan 6, 2004 to Mar 30, 2004",Winter 2004,"Media Blasters, NYAV Post",Madhouse,Manga,1822,2742
243,Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,"Oct 4, 2000 to Jan 10, 2001",Fall 2000,Nozomi Entertainment,Studio Deen,Manga,3562,1391
244,Agatha Christie no Meitantei Poirot to Marple,6.88,"Historical, Mystery",TV,39,"Jul 4, 2004 to May 15, 2005",Summer 2004,0,OLM,Novel,4105,5915
245,Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",TV,43,"Jun 30, 1999 to Sep 17, 2000",Summer 1999,"Discotek Media, Tokyopop",Studio Pierrot,Manga,44,184
246,Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,"Oct 13, 2001 to Sep 28, 2002",Fall 2001,Tokyopop,Studio Deen,Manga,2474,1600
247,Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",TV,26,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,Bandai Visual USA,Yumeta Company,Visual novel,3462,3581
248,Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,"Apr 6, 2005 to Jun 22, 2005",Spring 2005,0,Madhouse,Manga,4993,1440
249,InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167,"Oct 16, 2000 to Sep 13, 2004",Fall 2000,VIZ Media,Sunrise,Manga,740,187
250,Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150,"Apr 6, 2003 to Mar 26, 2006",Spring 2003,"VIZ Media, Flatiron Film Company",Toei Animation,Manga,1434,1417
251,Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,"Apr 3, 2004 to Feb 25, 2006",Spring 2004,Discotek Media,Studio Deen,Light novel,1032,1513
252,Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,"Apr 6, 2004 to Sep 28, 2004",Spring 2004,ADV Films,Bee Train,Original,3366,2720
253,Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",TV,26,"Apr 3, 2001 to Sep 25, 2001",Spring 2001,Funimation,Shin-Ei Animation,Manga,757,2987
254,Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",OVA,6,"Aug 25, 2002 to Jan 25, 2003",0,Funimation,Shin-Ei Animation,Manga,780,4696
255,Jungle wa Itsumo Hare nochi Guu Final,7.65,"Slice of Life, Comedy",OVA,7,"Dec 21, 2003 to Jun 25, 2004",0,0,Shin-Ei Animation,Manga,1162,5078
256,Hoshi no Koe,7.22,"Sci-Fi, Space, Drama, Romance, Mecha",OVA,1,"Feb 2, 2002",0,ADV Films,CoMix Wave Films,Original,2682,1122
257,Ikkitousen,6.45,"Ecchi, Super Power, Martial Arts, School",TV,13,"Jul 30, 2003 to Oct 22, 2003",Summer 2003,"Funimation, Geneon Entertainment USA",J.C.Staff,Manga,6153,1118
258,Hitsuji no Uta,6.23,"Horror, Drama, Vampire",OVA,4,"May 25, 2003 to Feb 25, 2004",0,0,Madhouse,Manga,7217,4165
260,Happy☆Lesson (TV),6.67,"Comedy, Drama, Harem, Romance, Slice of Life",TV,13,"Apr 1, 2002 to Jun 30, 2002",Spring 2002,ADV Films,Studio Hibari,Manga,5048,3355
261,Happy☆Lesson: Advance,6.84,"Comedy, Harem, Romance, Slice of Life",TV,13,"Jul 3, 2003 to Sep 28, 2003",Summer 2003,0,Studio Hibari,Manga,4278,4410
262,Happy☆Lesson: The Final,6.83,"Comedy, Harem, Romance, School",OVA,3,"May 25, 2004 to Oct 22, 2004",0,0,Studio Hibari,Manga,4327,5270
263,Hajime no Ippo,8.75,"Comedy, Sports, Drama, Shounen",TV,75,"Oct 4, 2000 to Mar 27, 2002",Fall 2000,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,32,345
264,Hajime no Ippo: Champion Road,8.29,"Comedy, Shounen, Sports",Special,1,"Apr 18, 2003",0,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,228,1418
265,Hajime no Ippo: Mashiba vs. Kimura,8.23,"Comedy, Sports, Shounen",OVA,1,"Sep 5, 2003",0,Discotek Media,Madhouse,Manga,278,1702
266,Gunparade March: Arata Naru Kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,12,"Feb 6, 2003 to Apr 24, 2003",Winter 2003,"Media Blasters, Maiden Japan",J.C.Staff,Game,4435,4264
267,Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26,"Oct 7, 2003 to Mar 30, 2004",Fall 2003,"Funimation, Geneon Entertainment USA",Madhouse,Game,714,963
268,Golden Boy,8.03,"Adventure, Comedy, Ecchi",OVA,6,"Oct 27, 1995 to Jun 28, 1996",0,"ADV Films, Media Blasters, Discotek Media",APPP,Manga,507,579
269,Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,366,"Oct 5, 2004 to Mar 27, 2012",Fall 2004,VIZ Media,Studio Pierrot,Manga,818,33
270,Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",TV,13,"Oct 11, 2001 to Jan 17, 2002",Fall 2001,"Funimation, Geneon Entertainment USA",Gonzo,Manga,1586,205
271,Gad Guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",TV,26,"Apr 16, 2003 to Sep 25, 2003",Spring 2003,"Funimation, Geneon Entertainment USA",Gonzo,Original,4887,4549
272,Noir,7.31,"Action, Mystery, Drama",TV,26,"Apr 6, 2001 to Sep 28, 2001",Spring 2001,"ADV Films, Funimation",Bee Train,Original,2278,1475
273,Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",TV,12,"Jan 10, 2003 to Mar 28, 2003",Winter 2003,"Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Manga,4700,3479
274,Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",TV,24,"Oct 9, 2002 to Mar 19, 2003",Fall 2002,Funimation,Gonzo,Original,2683,2531
275,Love♥Love?,5.91,"Ecchi, Comedy, Harem, Romance",TV,9,"May 4, 2004 to Jun 29, 2004",Spring 2004,Maiden Japan,"Imagin, Studio Live",Original,8506,3713
276,Mahoromatic: Automatic Maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,"Oct 5, 2001 to Dec 28, 2001",Fall 2001,"Sentai Filmworks, Geneon Entertainment USA","Gainax, Shaft",Manga,2860,2174
277,Mahoromatic: Motto Utsukushii Mono,7.17,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",TV,14,"Sep 26, 2002 to Jan 16, 2003",Fall 2002,"Sentai Filmworks, Geneon Entertainment USA","Gainax, Shaft",Manga,2918,3042
278,Viewtiful Joe,6.75,"Action, Sci-Fi, Comedy, Shounen",TV,51,"Oct 2, 2004 to Sep 24, 2005",Fall 2004,Geneon Entertainment USA,Group TAC,Game,4674,5009
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.15,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13,"Oct 4, 2003 to Dec 27, 2003",Fall 2003,"Discotek Media, Geneon Entertainment USA",TMS Entertainment,Novel,2999,2944
280,Animal Yokochou,6.83,"Adventure, Comedy, Fantasy, Shoujo",TV,51,"Oct 4, 2005 to Sep 26, 2006",Fall 2005,0,Gallop,Manga,4306,8571
281,Akane Maniax,5.74,"Comedy, Mecha, Romance",OVA,3,"Nov 25, 2004 to Aug 26, 2005",0,0,Silver,Visual novel,9040,3933
282,Angel Heart,7.3,"Action, Mystery, Drama, Romance, Seinen",TV,50,"Oct 4, 2005 to Sep 26, 2006",Fall 2005,0,TMS Entertainment,Manga,2317,4203
283,Akage no Anne,7.7,"Slice of Life, Historical, Drama",TV,50,"Jan 7, 1979 to Dec 30, 1979",Winter 1979,0,Nippon Animation,Novel,1012,3492
284,Area 88 (TV),7.03,"Action, Drama, Military, Romance, Shounen",TV,12,"Jan 9, 2004 to Mar 26, 2004",Winter 2004,ADV Films,Group TAC,Manga,3517,4622
285,Argento Soma,6.8,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,25,"Oct 6, 2000 to Mar 22, 2001",Fall 2000,"Bandai Entertainment, Sentai Filmworks",Sunrise,Original,4422,3511
286,B'T X,7.05,"Adventure, Mecha, Sci-Fi, Shounen",TV,25,"Apr 6, 1996 to Sep 21, 1996",Spring 1996,Anime Midstream,TMS Entertainment,Manga,3446,5003
287,Grappler Baki (TV),7.44,"Action, Sports, Martial Arts, Shounen",TV,24,"Jan 9, 2001 to Jun 26, 2001",Winter 2001,Funimation,Group TAC,Manga,1779,1744
288,Bakuten Shoot Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",TV,51,"Jan 8, 2001 to Dec 24, 2001",Winter 2001,"Nelvana, Discotek Media",Madhouse,Manga,4754,1565
289,Comic Party,6.59,"Comedy, Drama",TV,13,"Apr 2, 2001 to Jun 25, 2001",Spring 2001,"Nozomi Entertainment, Discotek Media",OLM,Visual novel,5438,3950
290,Seikai no Monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",TV,13,"Jan 3, 1999 to Mar 28, 1999",Winter 1999,"Funimation, Bandai Entertainment",Sunrise,Light novel,1046,2463
291,D.C.S.S: Da Capo Second Season,7.01,"Comedy, Harem, Romance, Supernatural, Drama",TV,26,"Jul 2, 2005 to Dec 24, 2005",Summer 2005,0,feel.,Visual novel,3606,2954
292,Dear Boys,6.85,"Drama, Shounen, Sports",TV,26,"Apr 7, 2003 to Sep 29, 2003",Spring 2003,Bandai Entertainment,A.C.G.T.,Manga,4240,3745
293,Di Gi Charat,6.73,"Comedy, Fantasy, Sci-Fi",TV,16,"Nov 30, 1999 to Dec 24, 1999",Fall 1999,"Sentai Filmworks, Synch-Point",Madhouse,Original,4758,3895
294,Divergence Eve,5.93,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,13,"Jul 2, 2003 to Sep 24, 2003",Summer 2003,"ADV Films, Sentai Filmworks",Radix,Original,8440,4777
295,Divergence Eve 2: Misaki Chronicles,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,13,"Jan 3, 2004 to Mar 27, 2004",Winter 2004,"ADV Films, Sentai Filmworks",Radix,Original,6880,5883
